datetime,road_segment,is_peakhour,speed,congestion_index,arrival_time
2019-12-02 12:15:30,maitighar_putalisadak,off_peak,2.25,Heavy,30.7
2019-12-02 06:31:56,maitighar_putalisadak,off_peak,17.21,Moderate,4.0
2019-12-31 13:00:17,maitighar_putalisadak,off_peak,2.74,Heavy,25.2
2019-12-25 14:10:39,maitighar_putalisadak,off_peak,23.2,Mild,3.0
2019-12-12 09:00:20,maitighar_putalisadak,peak,15.57,Moderate,4.4
2019-12-10 13:56:51,maitighar_putalisadak,off_peak,7.97,Heavy,8.7
2019-12-13 10:43:07,maitighar_putalisadak,peak,16.03,Moderate,4.3
2019-12-23 06:06:28,maitighar_putalisadak,off_peak,5.5,Heavy,12.5
2019-12-01 10:50:56,maitighar_putalisadak,peak,12.75,Heavy,5.4
2019-12-13 06:22:53,maitighar_putalisadak,off_peak,10.26,Heavy,6.7
2019-12-13 12:04:21,maitighar_putalisadak,off_peak,2.83,Heavy,24.4
2019-12-31 07:59:24,maitighar_putalisadak,off_peak,2.96,Heavy,23.3
2019-12-27 11:47:20,maitighar_putalisadak,off_peak,19.98,Moderate,3.5
2019-12-22 08:48:58,maitighar_putalisadak,peak,3.12,Heavy,22.1
2019-12-08 13:08:49,maitighar_putalisadak,off_peak,9.93,Heavy,6.9
2019-12-09 09:56:41,maitighar_putalisadak,peak,1.02,Heavy,67.6
2019-12-11 09:34:26,maitighar_putalisadak,peak,11.64,Heavy,5.9
2019-12-25 06:47:03,maitighar_putalisadak,off_peak,11.37,Heavy,6.1
2019-12-27 10:00:04,maitighar_putalisadak,peak,1.11,Heavy,62.2
2019-12-05 06:45:44,maitighar_putalisadak,off_peak,14.58,Heavy,4.7
2019-12-05 10:11:16,maitighar_putalisadak,peak,19.12,Moderate,3.6
2019-12-19 08:58:51,maitighar_putalisadak,peak,11.46,Heavy,6.0
2019-12-26 12:08:27,maitighar_putalisadak,off_peak,2.8,Heavy,24.6
2019-12-04 13:35:17,maitighar_putalisadak,off_peak,18.19,Moderate,3.8
2019-12-29 14:28:32,maitighar_putalisadak,off_peak,23.67,Mild,2.9
2019-12-03 13:40:12,maitighar_putalisadak,off_peak,21.94,Mild,3.1
2019-12-06 09:40:38,maitighar_putalisadak,peak,14.42,Heavy,4.8
2019-12-01 09:25:07,maitighar_putalisadak,peak,13.4,Heavy,5.1
2019-12-04 08:31:34,maitighar_putalisadak,peak,10.65,Heavy,6.5
2019-12-15 06:31:19,maitighar_putalisadak,off_peak,17.75,Moderate,3.9
2019-12-02 08:43:50,maitighar_putalisadak,peak,10.59,Heavy,6.5
2019-12-25 14:12:14,maitighar_putalisadak,off_peak,16.21,Moderate,4.3
2019-12-02 13:07:54,maitighar_putalisadak,off_peak,12.59,Heavy,5.5
2019-12-05 10:02:00,maitighar_putalisadak,peak,20.02,Mild,3.4
2019-12-27 17:55:20,maitighar_putalisadak,peak,32.71,Basically Free,2.1
2019-12-12 08:02:35,maitighar_putalisadak,peak,22.31,Mild,3.1
2019-12-17 10:59:09,maitighar_putalisadak,peak,19.1,Moderate,3.6
2019-12-10 05:37:50,maitighar_putalisadak,off_peak,15.88,Moderate,4.3
2019-12-27 13:37:49,maitighar_putalisadak,off_peak,19.08,Moderate,3.6
2019-12-31 09:53:20,maitighar_putalisadak,peak,14.75,Heavy,4.7
2019-12-30 13:58:53,maitighar_putalisadak,off_peak,20.25,Mild,3.4
2019-12-02 15:02:07,maitighar_putalisadak,off_peak,24.66,Mild,2.8
2019-12-19 18:43:38,maitighar_putalisadak,off_peak,18.2,Moderate,3.8
2019-12-03 05:37:06,maitighar_putalisadak,off_peak,7.75,Heavy,8.9
2019-12-08 12:49:50,maitighar_putalisadak,off_peak,1.27,Heavy,54.3
2019-12-17 12:43:27,maitighar_putalisadak,off_peak,6.67,Heavy,10.3
2019-12-31 12:19:02,maitighar_putalisadak,off_peak,3.71,Heavy,18.6
2019-12-06 11:34:10,maitighar_putalisadak,off_peak,10.72,Heavy,6.4
2019-12-16 08:54:17,maitighar_putalisadak,peak,16.96,Moderate,4.1
2019-12-13 12:20:45,maitighar_putalisadak,off_peak,11.97,Heavy,5.8
2019-12-05 05:42:09,maitighar_putalisadak,off_peak,3.03,Heavy,22.8
2019-12-01 09:33:16,maitighar_putalisadak,peak,12.49,Heavy,5.5
2019-12-22 09:14:44,maitighar_putalisadak,peak,12.94,Heavy,5.3
2019-12-05 08:01:26,maitighar_putalisadak,peak,7.5594,Heavy,9.1
2019-12-29 08:35:37,maitighar_putalisadak,peak,10.96,Heavy,6.3
2019-12-20 10:32:19,maitighar_putalisadak,peak,5.72,Heavy,12.1
2019-12-02 09:01:52,maitighar_putalisadak,peak,5.89,Heavy,11.7
2019-12-13 06:55:26,maitighar_putalisadak,off_peak,11.45,Heavy,6.0
2019-12-25 16:28:58,maitighar_putalisadak,peak,22.28,Mild,3.1
2019-12-03 08:40:36,maitighar_putalisadak,peak,14.17,Heavy,4.9
2019-12-01 07:22:14,maitighar_putalisadak,off_peak,19.04,Moderate,3.6
2019-12-05 12:52:16,maitighar_putalisadak,off_peak,10.67,Heavy,6.5
2019-12-29 17:44:07,maitighar_putalisadak,peak,10.92,Heavy,6.3
2019-12-29 17:43:49,maitighar_putalisadak,peak,10.92,Heavy,6.3
2019-12-19 13:36:42,maitighar_putalisadak,off_peak,15.36,Moderate,4.5
2019-12-09 06:31:34,maitighar_putalisadak,off_peak,19.97,Moderate,3.5
2019-12-26 12:06:06,maitighar_putalisadak,off_peak,14.64,Heavy,4.7
2019-12-22 10:17:16,maitighar_putalisadak,peak,11.6,Heavy,5.9
2019-12-24 08:14:28,maitighar_putalisadak,peak,9.75,Heavy,7.1
2019-12-11 11:29:28,maitighar_putalisadak,off_peak,7.03,Heavy,9.8
2019-12-25 09:11:31,maitighar_putalisadak,peak,15.6,Moderate,4.4
2019-12-09 09:19:51,maitighar_putalisadak,peak,5.85,Heavy,11.8
2019-12-17 05:52:18,maitighar_putalisadak,off_peak,9.66,Heavy,7.1
2019-12-18 06:31:31,maitighar_putalisadak,off_peak,15.76,Moderate,4.4
2019-12-26 14:14:11,maitighar_putalisadak,off_peak,18.09,Moderate,3.8
2019-12-20 11:15:47,maitighar_putalisadak,off_peak,17.08,Moderate,4.0
2019-12-24 06:34:56,maitighar_putalisadak,off_peak,6.72,Heavy,10.3
2019-12-05 06:47:11,maitighar_putalisadak,off_peak,15.91,Moderate,4.3
2019-12-18 15:46:33,maitighar_putalisadak,off_peak,26.35,Mild,2.6
2019-12-20 10:23:55,maitighar_putalisadak,peak,14.24,Heavy,4.8
2019-12-25 13:38:12,maitighar_putalisadak,off_peak,19.34,Moderate,3.6
2019-12-25 11:51:38,maitighar_putalisadak,off_peak,14.21,Heavy,4.9
2019-12-18 09:41:06,maitighar_putalisadak,peak,11.7,Heavy,5.9
2019-12-02 14:06:44,maitighar_putalisadak,off_peak,21.8,Mild,3.2
2019-12-16 12:53:12,maitighar_putalisadak,off_peak,8.11,Heavy,8.5
2019-12-30 06:06:54,maitighar_putalisadak,off_peak,10.76,Heavy,6.4
2019-12-11 16:15:30,maitighar_putalisadak,peak,21.04,Mild,3.3
2019-12-16 12:52:12,maitighar_putalisadak,off_peak,2.82,Heavy,24.5
2019-12-24 06:10:04,maitighar_putalisadak,off_peak,16.44,Moderate,4.2
2019-12-24 08:55:35,maitighar_putalisadak,peak,14.6,Heavy,4.7
2019-12-02 07:45:54,maitighar_putalisadak,off_peak,14.61,Heavy,4.7
2019-12-08 12:57:50,maitighar_putalisadak,off_peak,4.51,Heavy,15.3
2019-12-13 06:46:11,maitighar_putalisadak,off_peak,15.32,Moderate,4.5
2019-12-02 11:50:58,maitighar_putalisadak,off_peak,12.04,Heavy,5.7
2019-12-18 09:17:23,maitighar_putalisadak,peak,2.84,Heavy,24.3
2019-12-05 11:35:51,maitighar_putalisadak,off_peak,8.24,Heavy,8.4
2019-12-14 08:20:55,maitighar_putalisadak,peak,15.76,Moderate,4.4
2019-12-22 09:30:37,maitighar_putalisadak,peak,1.52,Heavy,45.4
2019-12-31 10:18:54,maitighar_putalisadak,peak,15.61,Moderate,4.4
2019-12-04 13:36:21,maitighar_putalisadak,off_peak,24.74,Mild,2.8
2019-12-16 16:13:46,maitighar_putalisadak,peak,22.48,Mild,3.1
2019-12-15 05:34:10,maitighar_putalisadak,off_peak,12.09,Heavy,5.7
2019-12-24 17:19:43,maitighar_putalisadak,peak,18.67,Moderate,3.7
2019-12-01 08:40:51,maitighar_putalisadak,peak,15.65,Moderate,4.4
2019-12-13 11:51:30,maitighar_putalisadak,off_peak,4.29,Heavy,16.1
2019-12-04 09:26:26,maitighar_putalisadak,peak,3.04,Heavy,22.7
2019-12-16 14:44:23,maitighar_putalisadak,off_peak,29.65,Mild,2.3
2019-12-18 07:13:28,maitighar_putalisadak,off_peak,4.31,Heavy,16.0
2019-12-31 15:38:27,maitighar_putalisadak,off_peak,24.96,Mild,2.8
2019-12-03 17:21:15,maitighar_putalisadak,peak,23.29,Mild,3.0
2019-12-02 06:34:27,maitighar_putalisadak,off_peak,5.61,Heavy,12.3
2019-12-04 05:37:10,maitighar_putalisadak,off_peak,7.67,Heavy,9.0
2019-12-25 10:22:19,maitighar_putalisadak,peak,7.54,Heavy,9.2
2019-12-20 10:32:25,maitighar_putalisadak,peak,3.2,Heavy,21.6
2019-12-18 11:16:11,maitighar_putalisadak,off_peak,5.06,Heavy,13.6
2019-12-19 09:20:50,maitighar_putalisadak,peak,11.1,Heavy,6.2
2019-12-20 07:53:49,maitighar_putalisadak,off_peak,5.49,Heavy,12.6
2019-12-20 09:25:39,maitighar_putalisadak,peak,9.66,Heavy,7.1
2019-12-15 12:07:30,maitighar_putalisadak,off_peak,3.35,Heavy,20.6
2019-12-19 09:49:08,maitighar_putalisadak,peak,5.61,Heavy,12.3
2019-12-12 13:38:11,maitighar_putalisadak,off_peak,27.83,Mild,2.5
2019-12-05 06:25:51,maitighar_putalisadak,off_peak,17.81,Moderate,3.9
2019-12-05 11:31:22,maitighar_putalisadak,off_peak,15.72,Moderate,4.4
2019-12-09 07:42:10,maitighar_putalisadak,off_peak,17.38,Moderate,4.0
2019-12-20 10:41:47,maitighar_putalisadak,peak,10.98,Heavy,6.3
2019-12-09 05:02:00,maitighar_putalisadak,off_peak,15.99,Moderate,4.3
2019-12-23 18:51:26,maitighar_putalisadak,off_peak,29.93,Mild,2.3
2019-12-19 07:43:23,maitighar_putalisadak,off_peak,4.59,Heavy,15.0
2019-12-03 05:17:33,maitighar_putalisadak,off_peak,2.31,Heavy,29.9
2019-12-23 09:33:31,maitighar_putalisadak,peak,13.96,Heavy,4.9
2019-12-26 07:07:28,maitighar_putalisadak,off_peak,17.09,Moderate,4.0
2019-12-17 09:48:52,maitighar_putalisadak,peak,5.24,Heavy,13.2
2019-12-24 14:28:18,maitighar_putalisadak,off_peak,19.5,Moderate,3.5
2019-12-23 05:06:58,maitighar_putalisadak,off_peak,16.15,Moderate,4.3
2019-12-17 12:43:57,maitighar_putalisadak,off_peak,1.23,Heavy,56.1
2019-12-31 08:38:56,maitighar_putalisadak,peak,1.69,Heavy,40.8
2019-12-20 06:39:30,maitighar_putalisadak,off_peak,3.13,Heavy,22.0
2019-12-08 08:35:03,maitighar_putalisadak,peak,7.37,Heavy,9.4
2019-12-21 14:41:29,maitighar_putalisadak,off_peak,16.04,Moderate,4.3
2019-12-10 10:13:05,maitighar_putalisadak,peak,17.75,Moderate,3.9
2019-12-31 08:39:26,maitighar_putalisadak,peak,1.48,Heavy,46.6
2019-12-09 07:57:11,maitighar_putalisadak,off_peak,2.83,Heavy,24.4
2019-12-27 10:07:04,maitighar_putalisadak,peak,21.57,Mild,3.2
2019-12-12 08:59:21,maitighar_putalisadak,peak,11.43,Heavy,6.0
2019-12-01 11:38:33,maitighar_putalisadak,off_peak,8.09935,Heavy,8.5
2019-12-27 10:03:16,maitighar_putalisadak,peak,13.13,Heavy,5.3
2019-12-12 10:57:50,maitighar_putalisadak,peak,1.04,Heavy,66.3
2019-12-30 15:44:47,maitighar_putalisadak,off_peak,17.63,Moderate,3.9
2019-12-18 06:15:11,maitighar_putalisadak,off_peak,1.51,Heavy,45.7
2019-12-12 10:30:08,maitighar_putalisadak,peak,14.66,Heavy,4.7
2019-12-18 09:38:14,maitighar_putalisadak,peak,2.01,Heavy,34.3
2019-12-10 14:03:45,maitighar_putalisadak,off_peak,24.28,Mild,2.8
2019-12-14 10:27:33,maitighar_putalisadak,peak,12.74,Heavy,5.4
2019-12-30 09:42:33,maitighar_putalisadak,peak,14.7,Heavy,4.7
2019-12-10 09:43:58,maitighar_putalisadak,peak,15.17,Moderate,4.5
2019-12-27 08:47:37,maitighar_putalisadak,peak,7.02,Heavy,9.8
2019-12-13 06:35:02,maitighar_putalisadak,off_peak,7.01,Heavy,9.8
2019-12-17 08:14:18,maitighar_putalisadak,peak,1.01,Heavy,68.3
2019-12-20 09:08:16,maitighar_putalisadak,peak,15.05,Moderate,4.6
2019-12-31 08:58:11,maitighar_putalisadak,peak,1.8,Heavy,38.3
2019-12-15 09:41:24,maitighar_putalisadak,peak,7.29,Heavy,9.5
2019-12-23 06:05:27,maitighar_putalisadak,off_peak,17.5,Moderate,3.9
2019-12-05 06:32:42,maitighar_putalisadak,off_peak,9.0,Heavy,7.7
2019-12-11 05:21:31,maitighar_putalisadak,off_peak,5.49,Heavy,12.6
2019-12-02 06:02:11,maitighar_putalisadak,off_peak,14.42,Heavy,4.8
2019-12-15 07:22:25,maitighar_putalisadak,off_peak,20.76,Mild,3.3
2019-12-12 09:16:13,maitighar_putalisadak,peak,17.75,Moderate,3.9
2019-12-17 12:50:20,maitighar_putalisadak,off_peak,16.19,Moderate,4.3
2019-12-23 14:15:37,maitighar_putalisadak,off_peak,19.42,Moderate,3.6
2019-12-13 12:12:32,maitighar_putalisadak,off_peak,4.26,Heavy,16.2
2019-12-03 09:23:18,maitighar_putalisadak,peak,13.46,Heavy,5.1
2019-12-31 09:50:58,maitighar_putalisadak,peak,16.09,Moderate,4.3
2019-12-16 15:51:46,maitighar_putalisadak,off_peak,25.14,Mild,2.7
2019-12-23 12:14:21,maitighar_putalisadak,off_peak,15.34,Moderate,4.5
2019-12-15 12:32:57,maitighar_putalisadak,off_peak,8.07,Heavy,8.6
2019-12-23 11:00:05,maitighar_putalisadak,off_peak,20.8,Mild,3.3
2019-12-17 10:00:50,maitighar_putalisadak,peak,1.74,Heavy,39.7
2019-12-31 12:19:34,maitighar_putalisadak,off_peak,7.2,Heavy,9.6
2019-12-24 17:40:34,maitighar_putalisadak,peak,24.48,Mild,2.8
2019-12-09 14:04:18,maitighar_putalisadak,off_peak,27.7,Mild,2.5
2019-12-18 13:23:50,maitighar_putalisadak,off_peak,2.89,Heavy,23.9
2019-12-12 15:30:19,maitighar_putalisadak,off_peak,19.24,Moderate,3.6
2019-12-05 12:53:47,maitighar_putalisadak,off_peak,19.27,Moderate,3.6
2019-12-29 13:18:22,maitighar_putalisadak,off_peak,24.68,Mild,2.8
2019-12-30 05:01:08,maitighar_putalisadak,off_peak,11.01,Heavy,6.3
2019-12-29 08:36:07,maitighar_putalisadak,peak,8.72,Heavy,7.9
2019-12-26 10:40:10,maitighar_putalisadak,peak,12.07,Heavy,5.7
2019-12-26 15:43:47,maitighar_putalisadak,off_peak,11.39,Heavy,6.1
2019-12-19 06:25:47,maitighar_putalisadak,off_peak,7.35,Heavy,9.4
2019-12-06 12:07:44,maitighar_putalisadak,off_peak,8.54,Heavy,8.1
2019-12-26 10:38:42,maitighar_putalisadak,peak,8.38,Heavy,8.2
2019-12-15 12:23:50,maitighar_putalisadak,off_peak,4.59,Heavy,15.0
2019-12-29 06:18:35,maitighar_putalisadak,off_peak,2.98,Heavy,23.2
2019-12-20 10:20:00,maitighar_putalisadak,peak,4.89,Heavy,14.1
2019-12-27 13:02:43,maitighar_putalisadak,off_peak,4.59,Heavy,15.0
2019-12-13 07:15:07,maitighar_putalisadak,off_peak,11.05,Heavy,6.2
2019-12-13 08:17:27,maitighar_putalisadak,peak,5.7,Heavy,12.1
2019-12-02 05:47:55,maitighar_putalisadak,off_peak,13.43,Heavy,5.1
2019-12-31 12:41:11,maitighar_putalisadak,off_peak,1.23,Heavy,56.1
2019-12-09 09:54:12,maitighar_putalisadak,peak,10.27,Heavy,6.7
2019-12-04 08:05:56,maitighar_putalisadak,peak,10.74,Heavy,6.4
2019-12-18 09:07:59,maitighar_putalisadak,peak,11.72,Heavy,5.9
2019-12-10 05:10:43,maitighar_putalisadak,off_peak,6.28,Heavy,11.0
2019-12-18 07:16:05,maitighar_putalisadak,off_peak,8.06,Heavy,8.6
2019-12-08 12:34:06,maitighar_putalisadak,off_peak,10.47,Heavy,6.6
2019-12-03 07:51:18,maitighar_putalisadak,off_peak,2.98,Heavy,23.2
2019-12-12 06:09:41,maitighar_putalisadak,off_peak,12.13,Heavy,5.7
2019-12-17 12:22:36,maitighar_putalisadak,off_peak,4.32,Heavy,16.0
2019-12-20 13:34:33,maitighar_putalisadak,off_peak,11.41,Heavy,6.0
2019-12-12 16:02:39,maitighar_putalisadak,peak,20.32,Mild,3.4
2019-12-06 17:44:49,maitighar_putalisadak,peak,26.86,Mild,2.6
2019-12-22 06:09:52,maitighar_putalisadak,off_peak,3.61,Heavy,19.1
2019-12-13 06:48:06,maitighar_putalisadak,off_peak,2.15,Heavy,32.1
2019-12-16 11:59:59,maitighar_putalisadak,off_peak,3.6,Heavy,19.2
2019-12-13 13:41:05,maitighar_putalisadak,off_peak,13.27,Heavy,5.2
2019-12-16 11:15:49,maitighar_putalisadak,off_peak,6.8,Heavy,10.1
2019-12-24 06:10:34,maitighar_putalisadak,off_peak,14.32,Heavy,4.8
2019-12-06 06:09:50,maitighar_putalisadak,off_peak,10.47,Heavy,6.6
2019-12-11 10:42:59,maitighar_putalisadak,peak,4.28,Heavy,16.1
2019-12-20 10:52:53,maitighar_putalisadak,peak,7.14,Heavy,9.7
2019-12-16 13:38:13,maitighar_putalisadak,off_peak,16.46,Moderate,4.2
2019-12-25 06:02:29,maitighar_putalisadak,off_peak,13.42,Heavy,5.1
2019-12-10 05:00:12,maitighar_putalisadak,off_peak,12.71,Heavy,5.4
2019-12-13 10:47:05,maitighar_putalisadak,peak,3.1,Heavy,22.3
2019-12-04 05:18:37,maitighar_putalisadak,off_peak,8.28,Heavy,8.3
2019-12-01 10:23:04,maitighar_putalisadak,peak,10.13,Heavy,6.8
2019-12-11 05:38:59,maitighar_putalisadak,off_peak,10.55,Heavy,6.5
2019-12-13 09:59:03,maitighar_putalisadak,peak,3.0,Heavy,23.0
2019-12-30 05:00:38,maitighar_putalisadak,off_peak,11.72,Heavy,5.9
2019-12-30 11:25:47,maitighar_putalisadak,off_peak,6.94,Heavy,9.9
2019-12-10 08:14:41,maitighar_putalisadak,peak,8.49,Heavy,8.1
2019-12-12 10:40:53,maitighar_putalisadak,peak,4.66,Heavy,14.8
2019-12-27 10:03:45,maitighar_putalisadak,peak,8.17,Heavy,8.4
2019-12-03 17:21:25,maitighar_putalisadak,peak,20.95,Mild,3.3
2019-12-02 06:31:32,maitighar_putalisadak,off_peak,15.14,Moderate,4.6
2019-12-27 05:04:26,maitighar_putalisadak,off_peak,13.67,Heavy,5.0
2019-12-20 10:01:08,maitighar_putalisadak,peak,13.2,Heavy,5.2
2019-12-05 13:52:30,maitighar_putalisadak,off_peak,10.94,Heavy,6.3
2019-12-31 13:47:21,maitighar_putalisadak,off_peak,11.55,Heavy,6.0
2019-12-15 12:20:02,maitighar_putalisadak,off_peak,13.41,Heavy,5.1
2019-12-30 07:53:23,maitighar_putalisadak,off_peak,11.42,Heavy,6.0
2019-12-23 11:35:45,maitighar_putalisadak,off_peak,1.22,Heavy,56.6
2019-12-05 06:20:32,maitighar_putalisadak,off_peak,10.5,Heavy,6.6
2019-12-31 12:18:32,maitighar_putalisadak,off_peak,3.91,Heavy,17.6
2019-12-31 09:02:12,maitighar_putalisadak,peak,1.83,Heavy,37.7
2019-12-09 06:38:22,maitighar_putalisadak,off_peak,7.21,Heavy,9.6
2019-12-30 09:25:48,maitighar_putalisadak,peak,13.3,Heavy,5.2
2019-12-08 13:14:48,maitighar_putalisadak,off_peak,7.59,Heavy,9.1
2019-12-23 09:56:51,maitighar_putalisadak,peak,15.74,Moderate,4.4
2019-12-29 09:43:46,maitighar_putalisadak,peak,6.19,Heavy,11.1
2019-12-20 05:15:40,maitighar_putalisadak,off_peak,7.73,Heavy,8.9
2019-12-27 08:49:36,maitighar_putalisadak,peak,7.01,Heavy,9.8
2019-12-12 05:50:52,maitighar_putalisadak,off_peak,3.6,Heavy,19.2
2019-12-11 12:53:36,maitighar_putalisadak,off_peak,14.38,Heavy,4.8
2019-12-19 17:27:06,maitighar_putalisadak,peak,25.13,Mild,2.7
2019-12-10 05:37:20,maitighar_putalisadak,off_peak,16.36,Moderate,4.2
2019-12-01 08:23:10,maitighar_putalisadak,peak,19.28,Moderate,3.6
2019-12-19 11:03:24,maitighar_putalisadak,off_peak,12.98,Heavy,5.3
2019-12-16 09:42:02,maitighar_putalisadak,peak,6.33,Heavy,10.9
2019-12-09 06:22:50,maitighar_putalisadak,off_peak,12.14,Heavy,5.7
2019-12-22 10:03:33,maitighar_putalisadak,peak,12.81,Heavy,5.4
2019-12-25 10:46:51,maitighar_putalisadak,peak,1.8,Heavy,38.3
2019-12-06 11:20:14,maitighar_putalisadak,off_peak,12.87,Heavy,5.4
2019-12-09 15:35:29,maitighar_putalisadak,off_peak,21.77,Mild,3.2
2019-12-25 09:02:00,maitighar_putalisadak,peak,6.54,Heavy,10.6
2019-12-10 06:11:27,maitighar_putalisadak,off_peak,16.5,Moderate,4.2
2019-12-23 06:34:45,maitighar_putalisadak,off_peak,10.9,Heavy,6.3
2019-12-28 09:43:03,maitighar_putalisadak,peak,11.52,Heavy,6.0
2019-12-18 11:17:40,maitighar_putalisadak,off_peak,9.79,Heavy,7.0
2019-12-19 14:28:06,maitighar_putalisadak,off_peak,15.75,Moderate,4.4
2019-12-13 12:09:04,maitighar_putalisadak,off_peak,4.79,Heavy,14.4
2019-12-28 10:51:56,maitighar_putalisadak,peak,15.71,Moderate,4.4
2019-12-21 10:33:26,maitighar_putalisadak,peak,11.96,Heavy,5.8
2019-12-18 09:40:36,maitighar_putalisadak,peak,6.37,Heavy,10.8
2019-12-11 10:36:10,maitighar_putalisadak,peak,6.38,Heavy,10.8
2019-12-27 12:12:21,maitighar_putalisadak,off_peak,4.39,Heavy,15.7
2019-12-09 10:43:51,maitighar_putalisadak,peak,6.32,Heavy,10.9
2019-12-30 08:07:46,maitighar_putalisadak,peak,10.72,Heavy,6.4
2019-12-15 11:02:32,maitighar_putalisadak,off_peak,5.86,Heavy,11.8
2019-12-03 05:00:50,maitighar_putalisadak,off_peak,2.38,Heavy,29.0
2019-12-03 13:01:52,maitighar_putalisadak,off_peak,5.4,Heavy,12.8
2019-12-13 07:35:05,maitighar_putalisadak,off_peak,6.56,Heavy,10.5
2019-12-20 07:07:48,maitighar_putalisadak,off_peak,3.24,Heavy,21.3
2019-12-10 12:00:56,maitighar_putalisadak,off_peak,6.19,Heavy,11.1
2019-12-28 13:28:40,maitighar_putalisadak,off_peak,18.96,Moderate,3.6
2019-12-17 12:23:28,maitighar_putalisadak,off_peak,3.98,Heavy,17.3
2019-12-23 11:33:40,maitighar_putalisadak,off_peak,6.3,Heavy,11.0
2019-12-13 12:08:04,maitighar_putalisadak,off_peak,2.41,Heavy,28.6
2019-12-04 15:54:22,maitighar_putalisadak,off_peak,21.85,Mild,3.2
2019-12-15 11:43:52,maitighar_putalisadak,off_peak,2.78,Heavy,24.8
2019-12-20 05:34:02,maitighar_putalisadak,off_peak,4.06,Heavy,17.0
2019-12-04 11:06:34,maitighar_putalisadak,off_peak,3.76,Heavy,18.4
2019-12-18 07:14:57,maitighar_putalisadak,off_peak,13.66,Heavy,5.1
2019-12-04 12:57:19,maitighar_putalisadak,off_peak,19.78,Moderate,3.5
2019-12-18 06:22:26,maitighar_putalisadak,off_peak,5.55,Heavy,12.4
2019-12-02 15:47:21,maitighar_putalisadak,off_peak,16.01,Moderate,4.3
2019-12-27 10:06:34,maitighar_putalisadak,peak,4.03,Heavy,17.1
2019-12-26 13:35:46,maitighar_putalisadak,off_peak,14.69,Heavy,4.7
2019-12-30 13:59:23,maitighar_putalisadak,off_peak,16.65,Moderate,4.1
2019-12-15 07:18:27,maitighar_putalisadak,off_peak,4.28,Heavy,16.1
2019-12-16 15:14:55,maitighar_putalisadak,off_peak,22.84,Mild,3.0
2019-12-13 11:05:13,maitighar_putalisadak,off_peak,10.88,Heavy,6.3
2019-12-12 11:48:27,maitighar_putalisadak,off_peak,17.29,Moderate,4.0
2019-12-23 09:15:38,maitighar_putalisadak,peak,8.15,Heavy,8.5
2019-12-23 07:24:54,maitighar_putalisadak,off_peak,2.61,Heavy,26.4
2019-12-14 15:30:52,maitighar_putalisadak,off_peak,14.74,Heavy,4.7
2019-12-02 06:58:06,maitighar_putalisadak,off_peak,13.12,Heavy,5.3
2019-12-26 17:14:32,maitighar_putalisadak,peak,28.37,Mild,2.4
2019-12-05 10:37:44,maitighar_putalisadak,peak,13.54,Heavy,5.1
2019-12-24 09:44:45,maitighar_putalisadak,peak,20.03,Mild,3.4
2019-12-20 09:24:17,maitighar_putalisadak,peak,2.76,Heavy,25.0
2019-12-16 16:24:55,maitighar_putalisadak,peak,29.89,Mild,2.3
2019-12-27 16:34:59,maitighar_putalisadak,peak,16.52,Moderate,4.2
2019-12-24 11:54:06,maitighar_putalisadak,off_peak,1.16,Heavy,59.5
2019-12-26 13:08:48,maitighar_putalisadak,off_peak,21.64,Mild,3.2
2019-12-11 09:41:48,maitighar_putalisadak,peak,4.76,Heavy,14.5
2019-12-20 06:29:40,maitighar_putalisadak,off_peak,4.4,Heavy,15.7
2019-12-28 07:38:57,maitighar_putalisadak,off_peak,24.83,Mild,2.8
2019-12-04 08:32:33,maitighar_putalisadak,peak,6.31,Heavy,10.9
2019-12-02 06:40:49,maitighar_putalisadak,off_peak,14.75,Heavy,4.7
2019-12-31 07:56:55,maitighar_putalisadak,off_peak,13.02,Heavy,5.3
2019-12-15 11:59:11,maitighar_putalisadak,off_peak,2.28,Heavy,30.3
2019-12-17 16:00:56,maitighar_putalisadak,peak,21.91,Mild,3.1
2019-12-15 12:22:20,maitighar_putalisadak,off_peak,1.1,Heavy,62.7
2019-12-23 15:57:35,maitighar_putalisadak,off_peak,25.56,Mild,2.7
2019-12-25 14:12:44,maitighar_putalisadak,off_peak,16.26,Moderate,4.2
2019-12-03 05:34:37,maitighar_putalisadak,off_peak,1.27,Heavy,54.3
2019-12-22 05:34:37,maitighar_putalisadak,off_peak,16.32,Moderate,4.2
2019-12-25 08:31:06,maitighar_putalisadak,peak,8.21,Heavy,8.4
2019-12-04 12:33:06,maitighar_putalisadak,off_peak,3.97,Heavy,17.4
2019-12-25 10:24:48,maitighar_putalisadak,peak,3.75,Heavy,18.4
2019-12-23 13:36:10,maitighar_putalisadak,off_peak,16.53,Moderate,4.2
2019-12-31 13:46:18,maitighar_putalisadak,off_peak,14.85,Heavy,4.6
2019-12-16 15:34:53,maitighar_putalisadak,off_peak,24.68,Mild,2.8
2019-12-31 16:20:45,maitighar_putalisadak,peak,23.8,Mild,2.9
2019-12-29 09:50:36,maitighar_putalisadak,peak,9.38,Heavy,7.4
2019-12-04 05:18:07,maitighar_putalisadak,off_peak,6.79,Heavy,10.2
2019-12-13 05:10:38,maitighar_putalisadak,off_peak,11.16,Heavy,6.2
2019-12-19 12:02:48,maitighar_putalisadak,off_peak,8.31,Heavy,8.3
